guess,question,seen,user_id,time_created
10,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how axious are you?",9,75331139415c9f850c57a09e349edbcb,2020-05-03 03:00:39
7,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,368db1bdf373185f2afab87c282097ca,2020-05-03 04:42:52
3,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how axious are you?",4,56deac6b5dfc9a4d49e0e2687b5ffa88,2020-05-03 04:59:48
4,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",9,ca5378e17f18cbd0fff1d7bcd25c7ff8,2020-05-03 08:27:46
4,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,0305d97b8751442d87b6736bfbe345a0,2020-05-03 13:04:28
5,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,fb6a4bcccc18fe9259dfc15bf362c97c,2020-05-03 15:35:16
10,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how axious are you?",4,ad5afd512a81d93bc0eacdceccba64d4,2020-05-03 22:44:14
1,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",4,c58588e44ff4b75c360017047b04c062,2020-05-03 22:49:38
10,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,87e957e7870349773f99dfa99ab7defd,2020-05-04 05:02:55
10,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",9,87e957e7870349773f99dfa99ab7defd,2020-05-04 05:04:05
6,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,6539af28c978b2e937a1872999131b83,2020-05-04 05:14:41
7,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",9,6539af28c978b2e937a1872999131b83,2020-05-04 05:16:24
9,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,88de524562af0fcb8f9800d4fb2959f8,2020-05-04 06:01:31
6,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",9,88de524562af0fcb8f9800d4fb2959f8,2020-05-04 06:04:17
6,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,05fbb9cdcccf6ece99c53aafd0b6c719,2020-05-04 06:45:21
5,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,f191e03d6dd1185e0e5c6dffcebac42a,2020-05-04 07:17:05
10,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,f191e03d6dd1185e0e5c6dffcebac42a,2020-05-04 07:17:11
8,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,cdba1a0376d46c373166505b4ed59b8e,2020-05-04 09:53:59
9,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",9,cdba1a0376d46c373166505b4ed59b8e,2020-05-04 09:58:38
1,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",4,ee7a739bf40151846511f1a08598495b,2020-05-04 10:34:03
1,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",9,ee7a739bf40151846511f1a08598495b,2020-05-04 10:37:56
4,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,e69447c43144e0c32fba9d95e8f1f017,2020-05-04 11:34:38
4,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",9,e69447c43144e0c32fba9d95e8f1f017,2020-05-04 11:46:04
1,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",4,79e1ec11575df21d020b1cfd96b9df8c,2020-05-04 12:20:41
1,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",9,79e1ec11575df21d020b1cfd96b9df8c,2020-05-04 12:22:26
5,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,5b8086495880d7254487ee2c5a57db68,2020-05-04 12:30:57
5,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",9,5b8086495880d7254487ee2c5a57db68,2020-05-04 12:34:12
1,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,e7c04d00892ad543664863bbdad83408,2020-05-04 13:17:39
1,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",9,e7c04d00892ad543664863bbdad83408,2020-05-04 13:21:45
1,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,eaf0aa88f4901182e3559869234b119e,2020-05-04 15:02:00
3,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,da263ac762fc28cd64cc75b2d40dbfd9,2020-05-04 16:32:53
5,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,da263ac762fc28cd64cc75b2d40dbfd9,2020-05-04 16:33:20
1,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",4,5111dd597b6279d245a548192c8e1a23,2020-05-04 17:04:10
1,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",9,5111dd597b6279d245a548192c8e1a23,2020-05-04 17:06:23
1,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,b304d655859660e49a6b73632b9d3326,2020-05-04 19:04:43
1,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",9,b304d655859660e49a6b73632b9d3326,2020-05-04 19:08:40
2,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",4,e317985590518aa6e255b0e5125426c4,2020-05-04 19:28:03
6,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",4,fa8a87eb7f542e5d31af7fcb2f4afcd2,2020-05-04 19:44:54
5,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",9,fa8a87eb7f542e5d31af7fcb2f4afcd2,2020-05-04 19:46:10
4,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,0575ae27108116164884c61414c36c86,2020-05-04 19:54:48
5,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",9,0575ae27108116164884c61414c36c86,2020-05-04 19:58:10
7,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",4,8526301e8894c2611607b0c73263cedb,2020-05-04 20:02:07
3,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",9,8526301e8894c2611607b0c73263cedb,2020-05-04 20:04:47
4,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",4,8328e0836636023dfd149520cfbf1964,2020-05-04 20:06:16
3,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,e5615d44f5e51e5d615ca6bd6a51f29a,2020-05-04 20:07:11
2,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",9,e5615d44f5e51e5d615ca6bd6a51f29a,2020-05-04 20:14:15
8,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,0351597decd9c7b63ea384e980ad6bc4,2020-05-04 20:20:23
8,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",9,0351597decd9c7b63ea384e980ad6bc4,2020-05-04 20:24:55
5,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,92c458c53f1deeb2f9db5100bc34bbac,2020-05-04 20:30:12
4,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",9,92c458c53f1deeb2f9db5100bc34bbac,2020-05-04 20:34:11
1,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",4,f9cdc39bf5e65d841350941f0dcf77df,2020-05-04 20:34:50
7,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,4d41d66c4478c5018d793fb574d09520,2020-05-04 21:29:20
1,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,db0eeefe427132ee60ba3c2842a3575c,2020-05-04 21:30:51
6,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",9,4d41d66c4478c5018d793fb574d09520,2020-05-04 21:31:49
1,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",4,a012ba4b975b04dba4d3b5b108145c59,2020-05-04 21:34:46
1,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",9,a012ba4b975b04dba4d3b5b108145c59,2020-05-04 21:38:37
5,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,7fcb0059b555a47cee0af2767c74c3c7,2020-05-04 21:39:37
6,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,6ec289d4e91b63ab0ba91d203bad3996,2020-05-04 21:42:49
7,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,ddbad05b72def8e016ca705645666ee2,2020-05-04 21:43:48
6,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",9,6ec289d4e91b63ab0ba91d203bad3996,2020-05-04 21:45:38
9,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,81957a26a4124e95636c109c74b07324,2020-05-04 21:55:13
7,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",4,cca79ecc374645c9d9f3c0259c24c6f9,2020-05-04 22:49:01
8,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,de64166130d942e60dca03d5eb8cd689,2020-05-04 22:57:00
2,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,2d7cf4c615c072421cc1bccbf7297524,2020-05-04 22:59:57
7,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",9,de64166130d942e60dca03d5eb8cd689,2020-05-04 23:02:46
2,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",9,2d7cf4c615c072421cc1bccbf7297524,2020-05-04 23:04:51
1,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",4,6d7be13b05d48472ed07011aafa72c25,2020-05-04 23:05:15
1,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",9,6d7be13b05d48472ed07011aafa72c25,2020-05-04 23:11:53
8,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,937b6ef60b9e2d8e3ebdb8e4fead217a,2020-05-04 23:30:28
1,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,fb55611a3f3a8de9a305174a142e6312,2020-05-04 23:32:46
8,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",9,937b6ef60b9e2d8e3ebdb8e4fead217a,2020-05-04 23:34:16
9,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,c6a0fcaf6a711c7fe8f67814e454d555,2020-05-04 23:43:43
9,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",9,c6a0fcaf6a711c7fe8f67814e454d555,2020-05-04 23:47:13
7,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",4,7ddd213cf9e7388fa0bdf331760b4f92,2020-05-05 00:23:57
8,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",9,7ddd213cf9e7388fa0bdf331760b4f92,2020-05-05 00:25:36
6,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,0acba5a1ab090bb88f222340eedc917f,2020-05-05 00:42:13
8,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,faf17514f8fb533429c5f2163aa2419f,2020-05-05 00:57:26
6,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,040beb3226245694d2c700d3c0bd84c2,2020-05-05 01:00:14
8,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",9,faf17514f8fb533429c5f2163aa2419f,2020-05-05 01:00:29
6,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",9,040beb3226245694d2c700d3c0bd84c2,2020-05-05 01:02:22
1,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",4,efab349c51d958a23344ec6725b95ddb,2020-05-05 01:21:23
1,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",9,efab349c51d958a23344ec6725b95ddb,2020-05-05 01:26:51
7,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,a896741c5ea76519ed09e954b0a5a8de,2020-05-05 01:43:00
4,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,684eb19195dbca6e49dc6801646310fc,2020-05-05 02:09:34
2,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,d91826df502bccd52ac9aa222a137168,2020-05-05 02:22:45
8,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,b82d605bbe509f81b44af06e9949279d,2020-05-05 03:10:24
8,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",9,b82d605bbe509f81b44af06e9949279d,2020-05-05 03:21:08
5,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",4,8b7372c23f75e57a0bf92e52cbd6c8e8,2020-05-05 03:47:44
9,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,e385f7cd76deb81c519b8ce6a9b8dc31,2020-05-05 04:28:25
6,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,ff0cfae2dc16f152b4a8f3022e3fd8db,2020-05-05 05:00:17
6,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",9,ff0cfae2dc16f152b4a8f3022e3fd8db,2020-05-05 05:04:10
3,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,6762b8477b7892f24920c9029ef78c9a,2020-05-05 05:46:32
3,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",9,6762b8477b7892f24920c9029ef78c9a,2020-05-05 06:37:36
5,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",4,f273a6f54fa4a8a1a12994fa6696a70e,2020-05-05 06:47:32
2,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",9,f273a6f54fa4a8a1a12994fa6696a70e,2020-05-05 06:50:47
10,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,176bda5f0dcffde784a62ca3bcd115c2,2020-05-05 07:25:31
8,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",9,176bda5f0dcffde784a62ca3bcd115c2,2020-05-05 07:27:27
8,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,a0f33a956f3273c72a952ff4f86cf74c,2020-05-05 07:43:23
5,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,67821835bf0d5f77abb8b9f8116a0ca0,2020-05-05 08:07:42
6,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,d5a4edfcc1c7bad74b2ef80986d4a180,2020-05-05 08:30:37
7,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",9,d5a4edfcc1c7bad74b2ef80986d4a180,2020-05-05 08:35:29
5,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,b2801fb44f0b9a8174c39b80345ea640,2020-05-05 09:29:39
5,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,86c860177544e1836a10a0a103da243a,2020-05-05 09:31:43
5,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",9,b2801fb44f0b9a8174c39b80345ea640,2020-05-05 09:32:13
3,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,61fc28102a73d028129c3c7a8947a800,2020-05-05 09:34:03
1,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",4,1a57c203d56f7bcfed85875e0f6a654b,2020-05-05 09:45:16
3,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",9,61fc28102a73d028129c3c7a8947a800,2020-05-05 10:02:44
8,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,f2ed2972e2a69a24c0b371777ebb6f8c,2020-05-05 10:28:08
10,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,1f5e63fceeab89bf7060bd48dbfe3a4c,2020-05-05 10:37:59
10,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",9,1f5e63fceeab89bf7060bd48dbfe3a4c,2020-05-05 10:41:11
1,"How angry do you feel? On a scale from 1-10 where 1 means not at all angry and 10 means very angry, how angry are you?",4,5e6139214b7c9f480c0fa49050849266,2020-05-05 12:46:48
6,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,d735db28c971513ae3fe428e0da98da8,2020-05-05 13:07:15
1,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",4,f9ed8c31574095954639425e6e53ef58,2020-05-05 13:07:51
5,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",9,d735db28c971513ae3fe428e0da98da8,2020-05-05 13:09:22
1,"How anxious do you feel? On a scale from 1-10 where 1 means not at all anxious and 10 means very anxious, how anxious are you?",9,f9ed8c31574095954639425e6e53ef58,2020-05-05 13:10:45
6,"How happy do you feel? On a scale from 1-10 where 1 means not at all happy and 10 means very happy, how happy are you?",4,e561e2c365fe20694323fa6fee0e4654,2020-05-05 14:07:36
