user_id,treatment_one,treatment_two,treatment_three,treatment_four,ip,time_created
d278e5db4a725ad6d2df2f10cb1c311b,control_anger,4,0,1,90.125.165.119,2020-05-01 10:55:42
717bd0cda0e1e89beb58929b6275f093,anger,3,0,0,101.181.155.119,2020-05-01 11:09:49
1c902fb0a1bee958bef17680eb824392,anger,3,0,0,81.159.209.60,2020-05-01 11:43:02
1d7618b8e84793fb73f44acd980f585d,anger,4,0,0,91.166.127.233,2020-05-01 12:27:32
108d23e0fc4424a24de06f6ddb27439b,anxiety,4,0,1,5.147.49.33,2020-05-01 14:22:07
e9f6678b321dedf998be01a4250d4ecb,happy,4,1,1,101.112.53.87,2020-05-01 14:25:34
81697a1cf2598d3e33a6799d0fdd8e0b,anxiety,3,1,1,91.177.186.69,2020-05-01 14:52:01
4e6c03c8ba878b7f00465020cf611214,control_anxiety,3,1,0,94.188.25.35,2020-05-01 14:57:35
99be320f0590747fab9a76f78132ad67,control_happy,4,1,0,176.43.222.70,2020-05-01 15:14:41
e0faa0242355154f8db0921f26a415d2,control_anxiety,4,0,1,92.157.170.139,2020-05-01 15:37:07
68bfcf3ed3244d7097642458d0846840,control_anger,3,1,1,178.143.216.171,2020-05-01 16:11:48
a30bb7e0630ee7de46be76cf51070a21,anger,4,1,0,87.220.120.106,2020-05-01 17:09:49
9275a04424e99a5b447b3ba9bf81dcd8,happy,4,1,1,79.235.55.74,2020-05-01 17:33:54
e126e93a52b3263a1a5fdd7036fbcdb9,control_anger,3,0,1,83.163.208.242,2020-05-01 17:41:13
48d79a17a3aa4a676eae6c811c5abe88,happy,3,0,1,87.244.104.59,2020-05-01 18:35:39
7a4ec6be7f37bd477a045268ec25d6ec,anger,4,1,0,76.27.59.1,2020-05-01 18:45:49
920e8bb54dae444828a4aad9cb8d5297,control_happy,3,1,0,42.224.78.96,2020-05-01 19:26:58
c142517054dc0fc44a8462a14cd07973,anger,4,1,0,65.96.197.207,2020-05-01 20:25:38
ebd256d1006937f4539ba2de682f24df,anxiety,3,0,1,94.180.24.159,2020-05-01 20:41:16
3f05847825063583fb279c8b2e9ce910,control_happy,3,0,0,151.255.176.157,2020-05-01 20:42:31
8c37521dcab23de7fbfb5d9cc9dbf316,control_anger,4,1,0,94.180.24.159,2020-05-01 20:49:49
1a133f5cd19e85d2d473f2abe396c2d3,happy,3,1,0,208.69.41.8,2020-05-01 21:30:18
dde59000e263bb60e5d60dd17a3f9147,control_anxiety,3,1,1,69.114.53.214,2020-05-01 22:21:00
9328d0443eca1426480bec050ecc54e5,control_anxiety,3,0,1,69.161.118.3,2020-05-01 22:29:00
cebabf755ff2e4c2041d41a9485fe12b,control_happy,3,0,0,73.9.101.79,2020-05-01 23:10:27
624a43c0f0adc2a9f34d66b0f094177a,control_anxiety,4,1,0,70.95.70.207,2020-05-02 00:36:16
5cbf77eb75d3b0c40bcf16e8c0a2968b,anxiety,4,0,0,58.96.56.97,2020-05-02 00:56:35
7f123c69d185596c223b5f9df649198d,control_happy,4,0,1,99.203.79.34,2020-05-02 01:14:16
b79375710d186f07a24602d3d36e9a27,anger,3,0,0,69.118.32.146,2020-05-02 01:44:59
043ab268641e50fb6fdd83937bd59e87,anxiety,3,1,1,162.243.138.83,2020-05-02 02:25:39
02965454b80c45492ed85602688837ab,control_happy,3,1,1,188.53.196.22,2020-05-02 03:16:21
3e23085850d886f76750ea03e21e804b,control_anxiety,3,0,1,94.183.96.94,2020-05-02 04:12:53
8971e80ad583292da016dd690262f301,control_anger,4,0,1,191.23.167.56,2020-05-02 04:16:16
c9276b309c697024d2705c7011236adb,anger,4,1,0,122.110.3.23,2020-05-02 05:51:05
1bc62ee840f0d6b3f06bdac363c96921,happy,3,1,0,217.131.84.42,2020-05-02 07:34:00
35d51a815b532487c832f500ae4fb0e2,control_anger,4,0,0,219.74.143.253,2020-05-02 08:26:32
d270697f08d86fd771a8bfc998433e2d,control_happy,4,1,0,73.109.236.79,2020-05-02 09:03:57
ca5378e17f18cbd0fff1d7bcd25c7ff8,control_anger,4,0,0,79.235.54.9,2020-05-02 09:10:36
378506e22bbdbab86d2789fad2865139,control_happy,4,0,1,87.152.63.171,2020-05-02 10:48:45
2f23e525c6f7ddd1219a02a49478f648,anger,3,0,0,24.160.111.245,2020-05-02 12:04:08
1e601dd71ca4ce858790beb7dc57ba59,anxiety,4,0,0,71.86.145.239,2020-05-02 12:13:36
5550b419e5128138f801127434a38473,anger,4,1,1,146.0.189.14,2020-05-02 12:56:44
bff5b1e2495277261362938ae1f655ab,anger,4,1,1,2.7.107.46,2020-05-02 13:28:51
9349b3dbc23e5a98c8ef945a7ac5f567,happy,3,0,0,87.74.164.93,2020-05-02 14:14:54
330979fdeae844785497ee9956ed450c,happy,3,1,0,90.38.145.155,2020-05-02 14:21:55
bd4d0cfdfcb7c5886df98ca823aaad78,anxiety,3,0,1,165.73.110.146,2020-05-02 14:56:17
12bb81b934195b0bfba2afb743596974,control_anxiety,3,1,1,174.234.129.203,2020-05-02 15:32:30
d1720e615440f911d49606a16793a43c,control_anger,3,0,1,86.237.70.41,2020-05-02 15:52:50
d22929f0a093ee6cd76732d47a569f12,happy,3,1,1,31.30.173.8,2020-05-02 16:01:04
48487fc1ee052f6490c00d2cb8a893b7,control_anger,3,0,0,31.13.115.11,2020-05-02 16:26:03
e15b1d6252f0f1cd941ce88c4e5691cd,happy,3,0,0,31.13.115.10,2020-05-02 16:26:04
4bae591592c9c1f4b2d43c1977cb373d,anxiety,3,1,1,78.156.32.226,2020-05-02 16:26:37
3717361ed1b7806d7c0468a849cdb4cd,control_happy,3,1,0,209.141.53.250,2020-05-02 18:28:43
c6e4b54bbed5282323f9775d649a6eb0,control_happy,4,1,1,79.46.20.220,2020-05-02 19:44:54
d75e5c1b389b6dabe74e37e1db742d5b,control_happy,4,0,0,41.107.196.56,2020-05-02 20:20:21
90090061264fdd6d9c9138ef96c9003f,control_anxiety,3,0,1,212.224.239.74,2020-05-02 20:34:52
63428fa08ae1dfd68f8fdc1ea3102c9e,control_happy,4,0,0,82.60.56.150,2020-05-02 20:42:36
2672e3439a562a531e9f95543dc723aa,control_anger,3,1,0,84.94.111.92,2020-05-02 21:39:34
8b4124ba97e0faddc4a1e2f338eace0d,control_anxiety,4,0,0,72.9.12.137,2020-05-02 23:15:33
d8bbb8c55d994e35fc5dda745907b1f3,anger,3,0,1,73.236.200.44,2020-05-02 23:26:22
8aba7257f56ef9013247fb62487b79ec,anger,3,0,1,70.49.169.75,2020-05-03 00:17:49
5620842d147e4ed73d8fc51b31fe5aef,control_happy,3,0,0,216.171.34.23,2020-05-03 00:35:45
f874d7526283f8ca6965b71034121dc6,control_happy,3,1,1,46.22.233.215,2020-05-03 00:37:31
75b9774fdcc22bc00fd2436bf870c239,control_happy,4,0,0,91.248.132.54,2020-05-03 00:45:24
dc00d57cc0cc98acffe2fe0450b6f73a,happy,3,1,1,24.202.48.124,2020-05-03 01:11:40
58694476185c7fc7586251a390c12cc9,anxiety,4,1,0,73.231.145.208,2020-05-03 01:15:32
d469bfcba1b302a90857573935e878b4,anger,3,0,1,216.180.202.46,2020-05-03 01:57:19
fb105eb3f9c9da2a5b154bd3eecc3267,control_anger,4,0,1,188.57.68.226,2020-05-03 02:54:45
75331139415c9f850c57a09e349edbcb,control_anxiety,4,0,0,24.9.69.109,2020-05-03 02:56:24
9ec3e6eed27d2d3de50e23e3d1c29581,happy,4,1,0,189.218.237.249,2020-05-03 02:56:52
7f3c407b6c0ee468767de9a2c20514dd,control_anxiety,3,0,1,98.179.110.14,2020-05-03 02:59:47
291a328c9814fb68ffdff4a75553d03e,control_anxiety,4,1,0,184.59.220.47,2020-05-03 03:36:30
88312b0c476e25cee3aeaae92019a71d,control_anxiety,3,1,1,68.106.214.54,2020-05-03 04:26:52
368db1bdf373185f2afab87c282097ca,happy,4,0,1,172.90.224.108,2020-05-03 04:39:58
69695b46550a95bd2db3edb1381db27e,control_anger,3,0,1,75.86.254.237,2020-05-03 04:45:41
56deac6b5dfc9a4d49e0e2687b5ffa88,control_anxiety,4,0,1,180.190.171.148,2020-05-03 04:57:46
77e5a01fe5af24c383093f44d0e6c088,happy,3,0,1,84.52.20.192,2020-05-03 09:51:45
a72dae9ec85f7b08224c1eb4b2203cb9,happy,3,0,1,188.81.109.26,2020-05-03 10:35:14
17b594e195ad7ebee953bfdd7f06753e,control_happy,3,1,1,139.47.23.211,2020-05-03 10:37:12
0b1cd21855cf3c3b70f8314399d34ff3,control_anger,4,1,1,93.65.84.246,2020-05-03 11:08:32
8718015eda1f346312a2f8af2bbd3d72,anxiety,4,1,1,114.79.21.155,2020-05-03 12:04:04
0305d97b8751442d87b6736bfbe345a0,control_happy,4,1,0,77.21.250.76,2020-05-03 13:03:31
643ee2dff8012bcc34d888d11381d3d0,control_happy,3,0,0,208.54.235.77,2020-05-03 13:21:14
99eff471eea7f0d3b1175c3574ba8a22,happy,4,1,1,66.249.69.44,2020-05-03 14:21:02
e6bb23672a58dffd6ce2bed0ae857c3c,control_anger,4,1,1,81.83.83.91,2020-05-03 14:26:42
4a44531c099f28b57605b12209647abf,anger,4,0,0,24.128.206.119,2020-05-03 14:27:48
9616d0f0d77fb1ee7ab3217bff0c427a,anxiety,3,0,0,208.54.235.77,2020-05-03 14:28:48
f73a1b70ed86f0a5b1c8554ff1cba61b,control_happy,4,1,0,102.189.209.25,2020-05-03 15:22:48
fb6a4bcccc18fe9259dfc15bf362c97c,control_happy,4,1,1,212.10.55.93,2020-05-03 15:32:48
38e17af6828f9707a9fef884abbce4be,happy,3,0,0,67.8.145.229,2020-05-03 15:52:21
4563220c8f689b809b157c8f6761a636,anxiety,3,0,1,95.16.233.17,2020-05-03 16:55:18
045cb70109b96cf1aac2e223aaaac016,control_anger,4,0,0,209.6.44.222,2020-05-03 17:09:41
def19d9a7499c7162d59adc49e504666,happy,4,1,0,69.171.251.8,2020-05-03 17:09:42
5a2597977b47371c503e40599e4b71a0,anger,4,1,1,69.171.251.37,2020-05-03 17:09:42
b259021528290a9d3d380e9ed17c5216,anxiety,4,1,0,173.252.95.13,2020-05-03 17:09:43
39f130288a5b64b57632823954cae2d0,control_anxiety,3,0,0,173.252.87.12,2020-05-03 17:09:44
712990eff45873cc1d34d97321dd3540,control_happy,4,1,1,85.81.3.63,2020-05-03 17:18:54
ae91f9377da0a2430bd53384ee81d7f4,happy,4,1,0,31.13.127.22,2020-05-03 17:18:59
ade38137fd4d420afb2707d5ca979739,anxiety,3,1,1,31.13.115.24,2020-05-03 17:28:13
c5b0f5c67696e900b3555ec186c95200,happy,3,1,0,66.249.69.42,2020-05-03 19:21:59
afa0255519a8e9d6a40c98a9287eae45,anxiety,4,1,1,65.24.28.123,2020-05-03 20:14:09
c5a70d91d97474a5f323951676bf33d8,happy,3,1,1,5.102.165.125,2020-05-03 20:38:41
15b8b8e01bffc48728e0d3e46d12433f,anxiety,3,1,1,90.214.241.67,2020-05-03 21:17:54
ec59ee07c83ced23a1203c81abe8caab,control_anger,4,0,0,187.208.30.163,2020-05-03 22:07:55
ad5afd512a81d93bc0eacdceccba64d4,anxiety,4,0,0,79.169.66.196,2020-05-03 22:40:53
c58588e44ff4b75c360017047b04c062,anger,3,1,1,98.198.241.55,2020-05-03 22:45:09
1239f9e02606dc31ec49d1c8262d9830,control_anger,3,0,1,173.19.130.200,2020-05-04 00:12:14
c395ca07fefc3ac46b2241024283768d,control_anger,3,1,1,18.236.8.168,2020-05-04 00:12:14
5f1847c4eaad4abb803e0172cb0d543d,control_anger,3,0,1,201.102.192.93,2020-05-04 01:29:50
c164d016bea851e72b23b3614491c858,anger,4,1,1,220.240.86.28,2020-05-04 01:53:52
7e40564accf4496c6ae6d6c369fd7b5c,control_anger,3,1,0,76.70.88.181,2020-05-04 01:57:32
c4a2dd762c8cc6662c64350633e73111,control_happy,3,1,1,150.116.187.66,2020-05-04 01:59:46
31f05d391d51ffde1a22d3d2cf072ce6,control_anxiety,4,1,0,129.213.84.212,2020-05-04 01:59:51
88de524562af0fcb8f9800d4fb2959f8,anxiety,4,0,0,49.228.161.11,2020-05-04 02:06:33
bbc8e6b9f1e364c719f22e998e3a61ad,control_happy,3,0,0,24.5.250.246,2020-05-04 02:14:55
4d7a0a27b25273042034c7ebf6f5e6b3,anger,4,0,0,213.74.86.80,2020-05-04 02:23:25
22cb25d1142d36fa584283d32ad2f4e3,control_anger,4,0,1,187.170.233.10,2020-05-04 02:43:01
39336ed662e6daa07b4abeefcd658894,control_anger,4,1,1,152.207.243.3,2020-05-04 03:53:02
c7aa51866802cc95628e73794cfbba42,control_anxiety,3,0,1,107.152.102.17,2020-05-04 03:56:59
f890572727afa85aeda9d93dabfd33a2,control_anger,4,1,0,162.243.136.134,2020-05-04 04:20:06
c79585fbc2ac62896f4c8edbe70f3b02,control_happy,4,0,1,185.54.247.72,2020-05-04 04:27:09
87e957e7870349773f99dfa99ab7defd,control_happy,4,0,1,125.238.198.9,2020-05-04 05:00:14
089600866dbd2313ab75c0170af90d9b,anxiety,4,1,1,49.36.60.190,2020-05-04 05:04:57
6539af28c978b2e937a1872999131b83,happy,3,0,1,108.224.168.110,2020-05-04 05:12:45
233bbf79fa9cb0f3975c9b429e13f02d,happy,4,0,0,172.58.172.241,2020-05-04 05:26:41
00b0bb85d01300e15c41a66353a379d6,anxiety,3,0,1,144.138.101.136,2020-05-04 05:43:49
649cbce86f594ef917748664ecc3356f,control_anger,3,1,1,139.167.228.113,2020-05-04 06:16:52
05fbb9cdcccf6ece99c53aafd0b6c719,control_happy,4,0,1,82.11.148.173,2020-05-04 06:42:08
77470d53d7c2186d74113c01b82471c4,anger,4,0,1,199.38.123.161,2020-05-04 06:42:10
f191e03d6dd1185e0e5c6dffcebac42a,happy,4,0,1,73.52.214.196,2020-05-04 07:13:52
38dfedd64ddae8c201c0ebb2bacf6e74,control_anger,3,1,1,5.44.172.139,2020-05-04 07:31:43
027c5cf9f633e7cb53064a3579319163,control_happy,4,1,1,94.207.90.217,2020-05-04 08:52:49
b2659f5235e8ac1c5511142e9e275d12,control_anxiety,4,1,1,106.54.224.136,2020-05-04 09:14:51
cdba1a0376d46c373166505b4ed59b8e,happy,4,0,0,81.36.194.50,2020-05-04 09:50:32
ee7a739bf40151846511f1a08598495b,control_anger,3,0,1,195.218.182.79,2020-05-04 10:32:04
553cff0c9790d1ff9a7ea4e6433257da,control_happy,4,0,0,77.216.255.228,2020-05-04 11:10:21
e69447c43144e0c32fba9d95e8f1f017,control_anxiety,4,0,1,87.5.22.35,2020-05-04 11:28:36
03e6869ab27008c901a0df5d4986a143,anger,4,0,0,185.204.130.162,2020-05-04 11:51:51
ea8597065c453d106d618d041346c572,anger,3,1,1,162.129.251.14,2020-05-04 11:52:09
79e1ec11575df21d020b1cfd96b9df8c,control_anger,3,0,0,104.13.167.68,2020-05-04 12:18:17
5b8086495880d7254487ee2c5a57db68,anxiety,3,0,0,89.136.67.69,2020-05-04 12:28:35
8bd8e56b9688be2626b798cc5063ecaf,happy,3,0,0,178.203.146.201,2020-05-04 12:45:19
f9a81e4cbdbaa767527e05356f2198b0,control_anxiety,3,1,0,176.198.183.21,2020-05-04 12:48:00
3650f978324fc6f62d29c6c480428523,anger,3,1,1,88.242.133.131,2020-05-04 12:59:21
e7c04d00892ad543664863bbdad83408,happy,4,0,1,212.20.104.37,2020-05-04 13:13:37
9ea255f40525b2fc0760440bbf7fb5bc,control_anger,4,0,0,84.75.67.31,2020-05-04 13:29:41
472b49833eeeecc700b3f92972fa17c4,happy,3,1,0,14.248.142.133,2020-05-04 13:47:57
7d0aeb6dad263ad43eef8d859f297ae0,control_happy,3,1,0,100.40.41.35,2020-05-04 13:52:20
286b4c6cd99759ba7beaeef599202613,anxiety,4,1,1,192.38.131.16,2020-05-04 13:54:58
c3160060c2aae7b4424e4d01ce55501b,control_anxiety,3,1,0,80.82.68.72,2020-05-04 14:10:28
75875128219160fd0c4b2a2298f79907,anger,4,1,1,108.45.154.52,2020-05-04 14:25:53
9fb37a8d167622df42c2696c114d1cc0,control_anger,4,1,1,64.112.177.1,2020-05-04 14:32:11
f68cd69c7fbc2b1b71d55176c92019be,anxiety,4,1,0,46.56.232.163,2020-05-04 14:39:02
394d62cf32bb12a2329322b734a7b878,happy,3,1,1,77.57.26.30,2020-05-04 14:40:37
9d6322c6d04a4e0a2a97e8d269e136c1,control_happy,4,0,0,174.223.10.177,2020-05-04 14:44:26
322cbec4e26e300a39c165dab9e499ed,control_anger,4,1,0,188.61.130.244,2020-05-04 14:49:25
82222595b274ecbdcf20f21eda6cbb95,control_anxiety,4,0,0,108.89.88.57,2020-05-04 14:49:37
15dfe1fdd6486d695cf38b8de108deda,control_anxiety,3,1,1,73.126.171.154,2020-05-04 14:56:03
eaf0aa88f4901182e3559869234b119e,control_anxiety,3,1,0,176.43.215.178,2020-05-04 15:00:13
3eacc5c132ccf3433c8adedb02ad3b1c,anxiety,3,1,0,94.100.155.84,2020-05-04 15:24:52
b7ce607f519bd0253dcb2e46b8044f21,anger,3,1,1,152.168.105.168,2020-05-04 15:30:32
53a69a7a434042a80d20fb4ffdeb4446,control_anxiety,4,1,1,163.172.71.24,2020-05-04 15:36:58
8537620b5eb91b1e39f9ea0ab8c20eb7,control_anger,3,1,1,163.172.70.248,2020-05-04 15:52:55
dfeba726691854063e7f98ade5d2bbd2,happy,3,0,1,185.17.13.105,2020-05-04 15:54:52
da263ac762fc28cd64cc75b2d40dbfd9,control_anxiety,4,1,0,189.6.238.8,2020-05-04 16:30:45
3d8797b4a43d1e92754a07ce40eab772,anxiety,4,0,1,74.102.79.202,2020-05-04 16:54:10
5111dd597b6279d245a548192c8e1a23,anger,3,1,1,46.238.103.162,2020-05-04 17:01:06
71920165caff4010ccc8fff3988f61b9,control_anxiety,4,0,1,96.237.56.62,2020-05-04 17:18:10
d87e2f05f65e13db5cba21b11f869682,happy,3,0,1,24.115.44.86,2020-05-04 18:16:43
b304d655859660e49a6b73632b9d3326,control_anxiety,3,0,0,95.222.238.23,2020-05-04 19:03:28
50231bac8f4a3edb0ec142e695ba782a,anger,3,0,0,68.40.186.13,2020-05-04 19:07:11
e317985590518aa6e255b0e5125426c4,control_anger,4,1,1,18.27.104.118,2020-05-04 19:18:11
e7ececceff9df9f49b92a4353b7345f5,anxiety,3,1,1,52.73.113.184,2020-05-04 19:33:46
96a9f7461f0229e709a2383f32d29970,happy,3,1,0,52.73.113.184,2020-05-04 19:33:46
7f957011d1cf97feb89c3e92dabd11e1,happy,3,0,1,201.244.109.8,2020-05-04 19:38:24
9da32249c7871f82853fdbaf9b847eb1,happy,3,1,1,128.90.181.52,2020-05-04 19:40:35
5946adc692d66893bf01044183e1959e,anxiety,4,1,0,73.231.159.44,2020-05-04 19:40:37
fa8a87eb7f542e5d31af7fcb2f4afcd2,control_anger,4,0,0,73.231.159.44,2020-05-04 19:42:45
f4eeca3ef55c9c1b20ef798abde4f859,anxiety,4,1,0,18.212.237.236,2020-05-04 19:46:04
d4e7745464ec3175aa248a96801ae7d4,control_anxiety,3,0,1,66.102.6.174,2020-05-04 19:47:10
e3a552438843258dbbcff44dea2f7b48,control_anger,4,0,1,66.102.6.170,2020-05-04 19:47:14
b9be6b29fdef8b49445c9432ce7eedb3,anger,4,0,1,99.203.74.176,2020-05-04 19:48:00
c6b0a9582639d6365f172242b80f2576,anxiety,3,1,0,97.107.135.238,2020-05-04 19:50:07
0575ae27108116164884c61414c36c86,anxiety,4,1,1,107.3.162.132,2020-05-04 19:50:50
e8fa3df9b7a90a72bbcfd945aaf5b4e7,anxiety,3,1,1,73.234.22.98,2020-05-04 19:57:18
5b4cd25a783f9cc00417cec7590db017,control_anger,3,0,0,141.226.210.43,2020-05-04 19:59:12
724df62e8a6471f323e83be8794621c9,happy,3,1,0,74.66.142.45,2020-05-04 19:59:37
9dfa6a9130c8c21a634e159e5949f2db,control_anger,3,1,1,197.245.136.72,2020-05-04 19:59:40
8526301e8894c2611607b0c73263cedb,anger,3,0,1,77.28.24.220,2020-05-04 19:59:41
e5615d44f5e51e5d615ca6bd6a51f29a,anxiety,3,1,1,18.27.104.118,2020-05-04 19:59:57
8328e0836636023dfd149520cfbf1964,anger,4,0,0,209.131.57.8,2020-05-04 20:03:53
455e675581a41562b31f1c38be6ab7a3,happy,3,1,0,157.131.249.180,2020-05-04 20:06:21
86d123c6e4ec5282841574a4767efbe2,control_anxiety,3,0,1,157.131.249.180,2020-05-04 20:06:24
bd1824925ea0262af6830ed2c849ed78,anger,4,0,1,97.113.230.253,2020-05-04 20:07:11
cee36b54368f091ab6f1b093ca0c8c09,control_anxiety,4,1,0,216.67.48.100,2020-05-04 20:10:16
8bd63a54d0b1a34212af38d97b6ff0db,anxiety,4,1,0,185.69.145.233,2020-05-04 20:10:48
625f3155045f2b2f5bb9974bed4ef7e2,control_happy,3,0,0,207.38.229.4,2020-05-04 20:13:22
f43555426a81887b758a46018c2e82a9,control_anger,4,0,1,173.252.87.19,2020-05-04 20:14:40
26b9de2477b61ccfd07d973d2cefce18,control_anxiety,3,1,1,76.19.152.40,2020-05-04 20:15:26
3eaaddbbc6fa9191bccdc4ca56360650,control_happy,4,1,1,185.69.145.233,2020-05-04 20:16:14
0351597decd9c7b63ea384e980ad6bc4,happy,4,1,0,76.19.152.40,2020-05-04 20:16:28
fe927771ae60d4aabc0380657e7f2d70,happy,3,1,1,90.203.68.127,2020-05-04 20:17:04
e9072781bb3aadc7fa759eaee3e64d1f,control_anger,3,1,1,90.203.68.127,2020-05-04 20:17:07
919e775ec18fc0faddf26d19dfa2d5d1,anxiety,3,0,1,92.4.87.181,2020-05-04 20:19:11
a49dad6e5d0be48f4e45af95614c4704,control_anxiety,3,1,0,37.6.124.170,2020-05-04 20:20:34
0d87935aa0c433c9ac3e548075554617,control_anger,4,1,1,199.16.157.183,2020-05-04 20:21:57
6d9eb8d9d24b246b82b995dd259c10d3,anger,3,0,1,67.216.52.70,2020-05-04 20:23:48
5a9906d1442ce3846466e933eedd5c77,happy,4,1,0,199.16.157.182,2020-05-04 20:24:40
8581e628dccf4c87b0ac6bb7dc2b417f,control_anger,4,1,0,35.230.1.144,2020-05-04 20:24:43
88ec4412de6caa1d458cdded4790e4e9,control_anger,3,1,0,35.227.189.137,2020-05-04 20:24:46
175a5679e41a08d8afd4cf8be9d48dd4,anger,3,0,0,35.227.189.137,2020-05-04 20:24:46
5f5986b790685313d563c1190387b955,happy,3,1,0,35.227.189.137,2020-05-04 20:24:46
ed472725037c3fc8d66d3905854c39dc,anger,4,1,0,81.13.249.171,2020-05-04 20:24:54
cd7d4744cc5d8625556f51eb13f51d2b,control_anxiety,3,0,1,24.5.196.105,2020-05-04 20:25:07
ebc057b7b39b33f1e7c7e88ee64590cf,control_anger,3,0,1,185.20.6.130,2020-05-04 20:26:41
92c458c53f1deeb2f9db5100bc34bbac,happy,4,0,0,76.121.230.90,2020-05-04 20:27:17
00f2c0bfd863dc2e1808dbf57919019e,control_anxiety,3,1,0,148.252.129.82,2020-05-04 20:28:01
2ea00e23e9bd8ad79b241ff7c99a9686,anxiety,4,1,1,185.245.192.93,2020-05-04 20:29:41
017e3157dfc3d7cd0c63ed1bf26493ec,control_happy,4,0,0,185.245.192.93,2020-05-04 20:29:47
f9cdc39bf5e65d841350941f0dcf77df,control_anger,4,0,1,66.31.194.166,2020-05-04 20:29:50
b7135fdf50cb33fdf5083105e7253bc8,anger,4,0,1,185.245.192.93,2020-05-04 20:29:57
88550714e4aad58920e75893964d7b60,control_anxiety,3,0,0,185.245.192.93,2020-05-04 20:29:57
a395f86f40d527cd2ca15e3edf96fd58,control_anxiety,4,1,0,185.245.192.93,2020-05-04 20:29:57
d5c2abbbf96521436f401f31efbe4140,happy,4,1,1,31.13.115.6,2020-05-04 20:29:59
a60bf32097cdb096bea1cdf61ca0c769,control_anxiety,4,1,1,31.13.115.21,2020-05-04 20:30:00
8eafc85ee1b6d6f3250ed4555b75e1ac,happy,4,1,1,31.13.115.16,2020-05-04 20:30:40
81392c110b5ea0a7fbe1554fea1d9887,control_anxiety,3,1,0,185.245.192.93,2020-05-04 20:30:46
96a18e71a8b095382f6588489f541b37,happy,4,1,1,185.245.192.93,2020-05-04 20:30:46
1ef62b25619baba5fa380b04aeb002bc,anger,4,1,0,31.13.115.1,2020-05-04 20:30:50
3e9d04d31fcb4ccc5fc4fc516b306122,anxiety,4,1,1,39.105.155.191,2020-05-04 20:32:24
6d5649b023540fe1a0bfa591ea36cc5f,anxiety,4,0,0,47.93.50.126,2020-05-04 20:32:24
1ee048d99bb96fde33e4c1b140ee5594,control_anxiety,3,0,1,46.134.80.8,2020-05-04 20:36:14
25a4beade0eba1c4b2ab4cc231478e82,control_anger,4,1,1,69.171.251.25,2020-05-04 20:38:10
c7c0b987d8f82677ebac24eff2f45dea,anxiety,3,1,1,96.41.254.123,2020-05-04 20:39:29
7e7957cd9c521b404967771d5154a008,anger,3,0,0,65.96.220.164,2020-05-04 20:45:39
22d434de5652787bfddc602cc85b1622,happy,4,1,1,178.238.166.41,2020-05-04 20:52:12
34c39568092f0d21fac689b0da533c34,anger,4,0,0,83.159.234.182,2020-05-04 20:57:51
5e6139214b7c9f480c0fa49050849266,anger,3,1,1,68.251.60.173,2020-05-04 21:03:16
3edd3e59ab5e51e249bc2151eb278b8b,control_anxiety,4,0,1,3.95.2.106,2020-05-04 21:04:29
093a66e666e94820ac846c43b5d0367e,happy,4,0,1,187.37.250.152,2020-05-04 21:05:10
54a10c4c09e05434d69592b9e9488b09,control_happy,3,0,1,70.24.1.49,2020-05-04 21:13:48
cf3033181e759934a9639a354cf9c1fe,happy,4,0,1,98.193.149.191,2020-05-04 21:15:48
